WKT,PIXEL,X,Y
"POLYGON ((-80.1665880385466 40.5905089892049,-80.1669113053929 40.5995112413939,-80.1551008119301 40.5997570750595,-80.1547791231955 40.5907547904793,-80.1665880385466 40.5905089892049))",133121,-80.16084,40.59513
"POLYGON ((-80.1547791231955 40.5907547904793,-80.1551008119301 40.5997570750595,-80.143290232412 40.60000170477,-80.1429701218236 40.5909993879571,-80.1547791231955 40.5907547904793))",134121,-80.14904,40.59538
"POLYGON ((-80.1429701218236 40.5909993879571,-80.143290232412 40.60000170477,-80.1314795672602 40.6002451305125,-80.1311610348524 40.5912427816255,-80.1429701218236 40.5909993879571))",135121,-80.13723,40.59562
"POLYGON ((-80.1311610348524 40.5912427816255,-80.1314795672602 40.6002451305125,-80.1196688168964 40.6004873522741,-80.1193518627032 40.5914849714715,-80.1311610348524 40.5912427816255))",136121,-80.12542,40.59587
"POLYGON ((-80.1193518627032 40.5914849714715,-80.1196688168964 40.6004873522741,-80.1078579817421 40.6007283700419,-80.1075426057976 40.5917259574824,-80.1193518627032 40.5914849714715))",137121,-80.11361,40.59611
"POLYGON ((-80.1075426057976 40.5917259574824,-80.1078579817421 40.6007283700419,-80.0960470622188 40.6009681838033,-80.0957332645569 40.5919657396454,-80.1075426057976 40.5917259574824))",138121,-80.10180,40.59635
"POLYGON ((-80.0957332645569 40.5919657396454,-80.0960470622188 40.6009681838033,-80.0842360587483 40.6012067935455,-80.0839238394026 40.5922043179477,-80.0957332645569 40.5919657396454))",139121,-80.08999,40.59659
"POLYGON ((-80.0839238394026 40.5922043179477,-80.0842360587483 40.6012067935455,-80.0724249717521 40.601444199256,-80.0721143307561 40.592441692377,-80.0839238394026 40.5922043179477))",140121,-80.07817,40.59682
"POLYGON ((-80.0721143307561 40.592441692377,-80.0724249717521 40.601444199256,-80.0606138016519 40.6016804009221,-80.060304739039 40.5926778629204,-80.0721143307561 40.592441692377))",141121,-80.06636,40.59706
"POLYGON ((-80.060304739039 40.5926778629204,-80.0606138016519 40.6016804009221,-80.0488025488694 40.6019153985314,-80.0484950646727 40.5929128295656,-80.060304739039 40.5926778629204))",142121,-80.05455,40.59730
"POLYGON ((-80.0484950646727 40.5929128295656,-80.0488025488694 40.6019153985314,-80.0369912138264 40.6021491920715,-80.0366853080787 40.5931465923002,-80.0484950646727 40.5929128295656))",143121,-80.04274,40.59753
"POLYGON ((-80.0366853080787 40.5931465923002,-80.0369912138264 40.6021491920715,-80.0251797969444 40.6023817815299,-80.0248754696787 40.5933791511117,-80.0366853080787 40.5931465923002))",144121,-80.03093,40.59776
"POLYGON ((-80.0248754696787 40.5933791511117,-80.0251797969444 40.6023817815299,-80.0133682986452 40.6026131668945,-80.0130655498942 40.5936105059879,-80.0248754696787 40.5933791511117))",145121,-80.01912,40.59800
"POLYGON ((-80.0130655498942 40.5936105059879,-80.0133682986452 40.6026131668945,-80.0015567193505 40.6028433481529,-80.0012555491467 40.5938406569166,-80.0130655498942 40.5936105059879))",146121,-80.00731,40.59823
"POLYGON ((-80.0012555491467 40.5938406569166,-80.0015567193505 40.6028433481529,-79.9897450594823 40.6030723252929,-79.9894454678579 40.5940696038855,-80.0012555491467 40.5938406569166))",147121,-79.99550,40.59846
"POLYGON ((-79.9894454678579 40.5940696038855,-79.9897450594823 40.6030723252929,-79.9779333194621 40.6033000983026,-79.9776353064493 40.5942973468826,-79.9894454678579 40.5940696038855))",148121,-79.98369,40.59868
"POLYGON ((-79.9776353064493 40.5942973468826,-79.9779333194621 40.6033000983026,-79.9661214997118 40.6035266671697,-79.9658250653426 40.5945238858959,-79.9776353064493 40.5942973468826))",149121,-79.97188,40.59891
"POLYGON ((-79.9658250653426 40.5945238858959,-79.9661214997118 40.6035266671697,-79.9543096006532 40.6037520318824,-79.9540147449594 40.5947492209132,-79.9658250653426 40.5945238858959))",150121,-79.96007,40.59914
"POLYGON ((-79.9540147449594 40.5947492209132,-79.9543096006532 40.6037520318824,-79.9424976227082 40.6039761924287,-79.9422043457214 40.5949733519228,-79.9540147449594 40.5947492209132))",151121,-79.94826,40.59936
"POLYGON ((-79.9422043457214 40.5949733519228,-79.9424976227082 40.6039761924287,-79.9306855662987 40.6041991487967,-79.9303938680503 40.5951962789128,-79.9422043457214 40.5949733519228))",152121,-79.93645,40.59959
"POLYGON ((-79.9303938680503 40.5951962789128,-79.9306855662987 40.6041991487967,-79.9188734318463 40.6044209009748,-79.9185833123677 40.5954180018713,-79.9303938680503 40.5951962789128))",153121,-79.92463,40.59981
"POLYGON ((-79.9185833123677 40.5954180018713,-79.9188734318463 40.6044209009748,-79.9070612197731 40.6046414489511,-79.9067726790954 40.5956385207867,-79.9185833123677 40.5954180018713))",154121,-79.91282,40.60003
"POLYGON ((-79.9067726790954 40.5956385207867,-79.9070612197731 40.6046414489511,-79.895248930501 40.6048607927139,-79.8949619686552 40.5958578356473,-79.9067726790954 40.5956385207867))",155121,-79.90101,40.60025
"POLYGON ((-79.8949619686552 40.5958578356473,-79.895248930501 40.6048607927139,-79.8834365644518 40.6050789322517,-79.8831511814687 40.5960759464415,-79.8949619686552 40.5958578356473))",156121,-79.88920,40.60047
"POLYGON ((-79.8831511814687 40.5960759464415,-79.8834365644518 40.6050789322517,-79.8716241220475 40.605295867553,-79.8713403179578 40.5962928531577,-79.8831511814687 40.5960759464415))",157121,-79.87739,40.60069
"POLYGON ((-79.8713403179578 40.5962928531577,-79.8716241220475 40.605295867553,-79.8598116037101 40.6055115986062,-79.8595293785441 40.5965085557845,-79.8713403179578 40.5962928531577))",158121,-79.86558,40.60090
"POLYGON ((-79.8595293785441 40.5965085557845,-79.8598116037101 40.6055115986062,-79.8479990098615 40.6057261253999,-79.8477183636495 40.5967230543105,-79.8595293785441 40.5965085557845))",159121,-79.85376,40.60112
"POLYGON ((-79.8477183636495 40.5967230543105,-79.8479990098615 40.6057261253999,-79.8361863409237 40.6059394479229,-79.8359072736958 40.5969363487243,-79.8477183636495 40.5967230543105))",160121,-79.84195,40.60133
"POLYGON ((-79.8359072736958 40.5969363487243,-79.8361863409237 40.6059394479229,-79.8243735973186 40.6061515661638,-79.8240961091049 40.5971484390147,-79.8359072736958 40.5969363487243))",161121,-79.83014,40.60154
"POLYGON ((-79.8240961091049 40.5971484390147,-79.8243735973186 40.6061515661638,-79.8125607794684 40.6063624801114,-79.8122848702985 40.5973593251705,-79.8240961091049 40.5971484390147))",162121,-79.81833,40.60176
"POLYGON ((-79.8122848702985 40.5973593251705,-79.8125607794684 40.6063624801114,-79.800747887795 40.6065721897545,-79.8004735576986 40.5975690071803,-79.8122848702985 40.5973593251705))",163121,-79.80652,40.60197
"POLYGON ((-79.8004735576986 40.5975690071803,-79.800747887795 40.6065721897545,-79.7889349227204 40.6067806950821,-79.788662171727 40.5977774850334,-79.8004735576986 40.5975690071803))",164121,-79.79470,40.60217
"POLYGON ((-79.788662171727 40.5977774850334,-79.7889349227204 40.6067806950821,-79.7771218846668 40.6069879960832,-79.7768507128056 40.5979847587184,-79.788662171727 40.5977774850334))",165121,-79.78289,40.60238
"POLYGON ((-79.7768507128056 40.5979847587184,-79.7771218846668 40.6069879960832,-79.7653087740562 40.6071940927466,-79.7650391813563 40.5981908282246,-79.7768507128056 40.5979847587184))",166121,-79.77108,40.60259
"POLYGON ((-79.7650391813563 40.5981908282246,-79.7653087740562 40.6071940927466,-79.7534955913107 40.6073989850617,-79.7532275778011 40.598395693541,-79.7650391813563 40.5981908282246))",167121,-79.75927,40.60280
"POLYGON ((-79.7532275778011 40.598395693541,-79.7534955913107 40.6073989850617,-79.7416823368524 40.6076026730174,-79.7414159025618 40.5985993546567,-79.7532275778011 40.598395693541))",168121,-79.74746,40.60300
"POLYGON ((-79.7414159025618 40.5985993546567,-79.7416823368524 40.6076026730174,-79.7298690111034 40.6078051566031,-79.7296041560605 40.598801811561,-79.7414159025618 40.5985993546567))",169121,-79.73564,40.60320
"POLYGON ((-79.7296041560605 40.598801811561,-79.7298690111034 40.6078051566031,-79.7180556144859 40.6080064358081,-79.717792338719 40.5990030642433,-79.7296041560605 40.598801811561))",170121,-79.72383,40.60340
"POLYGON ((-79.717792338719 40.5990030642433,-79.7180556144859 40.6080064358081,-79.706242147422 40.6082065106215,-79.7059804509595 40.5992031126927,-79.717792338719 40.5990030642433))",171121,-79.71202,40.60360
"POLYGON ((-80.2371070548117 40.580006829617,-80.2374397006241 40.5890089025637,-80.2256313102451 40.5892619263421,-80.2253002419125 40.5802598200555,-80.2371070548117 40.580006829617))",127122,-80.23137,40.58463
"POLYGON ((-80.2253002419125 40.5802598200555,-80.2256313102451 40.5892619263421,-80.2138228313174 40.5895137464029,-80.2134933405002 40.5805116069349,-80.2253002419125 40.5802598200555))",128122,-80.21956,40.58489
"POLYGON ((-80.2134933405002 40.5805116069349,-80.2138228313174 40.5895137464029,-80.2020142642625 40.5897643627329,-80.201686350996 40.580762190242,-80.2134933405002 40.5805116069349))",129122,-80.20775,40.58514
"POLYGON ((-80.201686350996 40.580762190242,-80.2020142642625 40.5897643627329,-80.1902056095015 40.5900137753186,-80.1898792738208 40.5810115699635,-80.201686350996 40.580762190242))",130122,-80.19595,40.58539
"POLYGON ((-80.1898792738208 40.5810115699635,-80.1902056095015 40.5900137753186,-80.1783968674558 40.590261984147,-80.1780721093959 40.5812597460861,-80.1898792738208 40.5810115699635))",131122,-80.18414,40.58564
"POLYGON ((-80.1780721093959 40.5812597460861,-80.1783968674558 40.590261984147,-80.1665880385466 40.5905089892049,-80.1662648581425 40.5815067185968,-80.1780721093959 40.5812597460861))",132122,-80.17233,40.58588
"POLYGON ((-80.1662648581425 40.5815067185968,-80.1665880385466 40.5905089892049,-80.1547791231955 40.5907547904793,-80.1544575204816 40.5817524874825,-80.1662648581425 40.5815067185968))",133122,-80.16052,40.58613
"POLYGON ((-80.1544575204816 40.5817524874825,-80.1547791231955 40.5907547904793,-80.1429701218236 40.5909993879571,-80.1426500968345 40.5819970527303,-80.1544575204816 40.5817524874825))",134122,-80.14871,40.58638
"POLYGON ((-80.1426500968345 40.5819970527303,-80.1429701218236 40.5909993879571,-80.1311610348524 40.5912427816255,-80.1308425876225 40.582240414327,-80.1426500968345 40.5819970527303))",135122,-80.13691,40.58662
"POLYGON ((-80.1308425876225 40.582240414327,-80.1311610348524 40.5912427816255,-80.1193518627032 40.5914849714715,-80.1190349932666 40.5824825722601,-80.1308425876225 40.582240414327))",136122,-80.12510,40.58686
"POLYGON ((-80.1190349932666 40.5824825722601,-80.1193518627032 40.5914849714715,-80.1075426057976 40.5917259574824,-80.1072273141882 40.5827235265165,-80.1190349932666 40.5824825722601))",137122,-80.11329,40.58710
"POLYGON ((-80.1072273141882 40.5827235265165,-80.1075426057976 40.5917259574824,-80.0957332645569 40.5919657396454,-80.0954195508086 40.5829632770836,-80.1072273141882 40.5827235265165))",138122,-80.10148,40.58734
"POLYGON ((-80.0954195508086 40.5829632770836,-80.0957332645569 40.5919657396454,-80.0839238394026 40.5922043179477,-80.083611703549 40.5832018239486,-80.0954195508086 40.5829632770836))",139122,-80.08967,40.58758
"POLYGON ((-80.083611703549 40.5832018239486,-80.0839238394026 40.5922043179477,-80.0721143307561 40.592441692377,-80.0718037728307 40.5834391670991,-80.083611703549 40.5832018239486))",140122,-80.07786,40.58782
"POLYGON ((-80.0718037728307 40.5834391670991,-80.0721143307561 40.592441692377,-80.060304739039 40.5926778629204,-80.0599957590751 40.5836753065223,-80.0718037728307 40.5834391670991))",141122,-80.06605,40.58806
"POLYGON ((-80.0599957590751 40.5836753065223,-80.060304739039 40.5926778629204,-80.0484950646727 40.5929128295656,-80.0481876627035 40.5839102422059,-80.0599957590751 40.5836753065223))",142122,-80.05425,40.58829
"POLYGON ((-80.0481876627035 40.5839102422059,-80.0484950646727 40.5929128295656,-80.0366853080787 40.5931465923002,-80.0363794841372 40.5841439741375,-80.0481876627035 40.5839102422059))",143122,-80.04244,40.58853
"POLYGON ((-80.0363794841372 40.5841439741375,-80.0366853080787 40.5931465923002,-80.0248754696787 40.5933791511117,-80.0245712237976 40.5843765023045,-80.0363794841372 40.5841439741375))",144122,-80.03063,40.58876
"POLYGON ((-80.0245712237976 40.5843765023045,-80.0248754696787 40.5933791511117,-80.0130655498942 40.5936105059879,-80.0127628821062 40.5846078266949,-80.0245712237976 40.5843765023045))",145122,-80.01882,40.58899
"POLYGON ((-80.0127628821062 40.5846078266949,-80.0130655498942 40.5936105059879,-80.0012555491467 40.5938406569166,-80.0009544594842 40.5848379472962,-80.0127628821062 40.5846078266949))",146122,-80.00701,40.58922
"POLYGON ((-80.0009544594842 40.5848379472962,-80.0012555491467 40.5938406569166,-79.9894454678579 40.5940696038855,-79.9891459563532 40.5850668640964,-80.0009544594842 40.5848379472962))",147122,-79.99520,40.58945
"POLYGON ((-79.9891459563532 40.5850668640964,-79.9894454678579 40.5940696038855,-79.9776353064493 40.5942973468826,-79.9773373731346 40.5852945770834,-79.9891459563532 40.5850668640964))",148122,-79.98339,40.58968
"POLYGON ((-79.9773373731346 40.5852945770834,-79.9776353064493 40.5942973468826,-79.9658250653426 40.5945238858959,-79.9655287102498 40.5855210862451,-79.9773373731346 40.5852945770834))",149122,-79.97158,40.58991
"POLYGON ((-79.9655287102498 40.5855210862451,-79.9658250653426 40.5945238858959,-79.9540147449594 40.5947492209132,-79.9537199681203 40.5857463915695,-79.9655287102498 40.5855210862451))",150122,-79.95977,40.59014
"POLYGON ((-79.9537199681203 40.5857463915695,-79.9540147449594 40.5947492209132,-79.9422043457214 40.5949733519228,-79.9419111471677 40.5859704930447,-79.9537199681203 40.5857463915695))",151122,-79.94796,40.59036
"POLYGON ((-79.9419111471677 40.5859704930447,-79.9422043457214 40.5949733519228,-79.9303938680503 40.5951962789128,-79.9301022478134 40.5861933906589,-79.9419111471677 40.5859704930447))",152122,-79.93615,40.59058
"POLYGON ((-79.9301022478134 40.5861933906589,-79.9303938680503 40.5951962789128,-79.9185833123677 40.5954180018713,-79.9182932704789 40.5864150844003,-79.9301022478134 40.5861933906589))",153122,-79.92434,40.59081
"POLYGON ((-79.9182932704789 40.5864150844003,-79.9185833123677 40.5954180018713,-79.9067726790954 40.5956385207867,-79.9064842155858 40.5866355742571,-79.9182932704789 40.5864150844003))",154122,-79.91253,40.59103
"POLYGON ((-79.9064842155858 40.5866355742571,-79.9067726790954 40.5956385207867,-79.8949619686552 40.5958578356473,-79.8946750835557 40.5868548602178,-79.9064842155858 40.5866355742571))",155122,-79.90072,40.59125
"POLYGON ((-79.8946750835557 40.5868548602178,-79.8949619686552 40.5958578356473,-79.8831511814687 40.5960759464415,-79.8828658748101 40.5870729422706,-79.8946750835557 40.5868548602178))",156122,-79.88891,40.59147
"POLYGON ((-79.8828658748101 40.5870729422706,-79.8831511814687 40.5960759464415,-79.8713403179578 40.5962928531577,-79.8710565897706 40.5872898204041,-79.8828658748101 40.5870729422706))",157122,-79.87710,40.59168
"POLYGON ((-79.8710565897706 40.5872898204041,-79.8713403179578 40.5962928531577,-79.8595293785441 40.5965085557845,-79.8592472288589 40.5875054946068,-79.8710565897706 40.5872898204041))",158122,-79.86529,40.59190
"POLYGON ((-79.8592472288589 40.5875054946068,-79.8595293785441 40.5965085557845,-79.8477183636495 40.5967230543105,-79.8474377924966 40.5877199648673,-79.8592472288589 40.5875054946068))",159122,-79.85348,40.59211
"POLYGON ((-79.8474377924966 40.5877199648673,-79.8477183636495 40.5967230543105,-79.8359072736958 40.5969363487243,-79.8356282811052 40.5879332311742,-79.8474377924966 40.5877199648673))",160122,-79.84167,40.59233
"POLYGON ((-79.8356282811052 40.5879332311742,-79.8359072736958 40.5969363487243,-79.8240961091049 40.5971484390147,-79.8238186951066 40.5881452935163,-79.8356282811052 40.5879332311742))",161122,-79.82986,40.59254
"POLYGON ((-79.8238186951066 40.5881452935163,-79.8240961091049 40.5971484390147,-79.8122848702985 40.5973593251705,-79.8120090349223 40.5883561518824,-79.8238186951066 40.5881452935163))",162122,-79.81805,40.59275
"POLYGON ((-79.8120090349223 40.5883561518824,-79.8122848702985 40.5973593251705,-79.8004735576986 40.5975690071803,-79.800199300974 40.5885658062613,-79.8120090349223 40.5883561518824))",163122,-79.80624,40.59296
"POLYGON ((-79.800199300974 40.5885658062613,-79.8004735576986 40.5975690071803,-79.788662171727 40.5977774850334,-79.7883894936834 40.5887742566419,-79.800199300974 40.5885658062613))",164122,-79.79443,40.59317
"POLYGON ((-79.7883894936834 40.5887742566419,-79.788662171727 40.5977774850334,-79.7768507128056 40.5979847587184,-79.7765796134724 40.5889815030132,-79.7883894936834 40.5887742566419))",165122,-79.78262,40.59338
"POLYGON ((-79.7765796134724 40.5889815030132,-79.7768507128056 40.5979847587184,-79.7650391813563 40.5981908282246,-79.7647696607625 40.5891875453642,-79.7765796134724 40.5889815030132))",166122,-79.77081,40.59359
"POLYGON ((-79.7647696607625 40.5891875453642,-79.7650391813563 40.5981908282246,-79.7532275778011 40.598395693541,-79.7529596359755 40.589392383684,-79.7647696607625 40.5891875453642))",167122,-79.75900,40.59379
"POLYGON ((-79.7529596359755 40.589392383684,-79.7532275778011 40.598395693541,-79.7414159025618 40.5985993546567,-79.7411495395333 40.5895960179619,-79.7529596359755 40.589392383684))",168122,-79.74719,40.59400
